food,Caloric_Value,Fat_Density,Saturated_Fats_Density,Monounsaturated_Fats_Density,Polyunsaturated_Fats_Density,Carbohydrates_Density,Sugars_Density,Protein_Density,Dietary_Fiber_Density,Cholesterol_Density,Sodium_Density,Water_Density,Vitamin_A_Density,Vitamin_B1_Density,Vitamin_B11_Density,Vitamin_B12_Density,Vitamin_B2_Density,Vitamin_B3_Density,Vitamin_B5_Density,Vitamin_B6_Density,Vitamin_C_Density,Vitamin_D_Density,Vitamin_E_Density,Vitamin_K_Density,Calcium_Density,Copper_Density,Iron_Density,Magnesium_Density,Manganese_Density,Phosphorus_Density,Potassium_Density,Selenium_Density,Zinc_Density,Nutrition_Density_Density,Health_Label
english muffin with egg cheese sausage,472,0.06334745762711864,0.024152542372881357,0.02372881355932203,0.009745762711864406,0.061016949152542375,0.005296610169491525,0.04682203389830509,0.000635593220338983,0.5699152542372882,0.0016949152542372883,0.17076271186440678,0.00021186440677966104,0.001271186440677966,2.11864406779661e-06,0.00019703389830508475,0.0008474576271186442,0.011228813559322034,0.0038135593220338985,0.00021186440677966104,0.0,0.00013347457627118644,0.0033898305084745766,0.00010805084745762711,0.5872881355932204,0.000635593220338983,0.009110169491525424,0.05953389830508475,0.000635593220338983,0.6292372881355932,0.5139830508474577,0.00013559322033898305,0.0036016949152542373,0.7684322033898305,Unhealthy
buttermilk pancakes,86,0.040697674418604654,0.00813953488372093,0.010465116279069767,0.019767441860465116,0.12674418604651164,0.0,0.030232558139534883,0.0,0.2558139534883721,0.002325581395348837,0.23255813953488372,0.0010930232558139534,0.00019767441860465116,0.00010465116279069767,0.0010348837209302325,0.0011627906976744186,0.0069767441860465115,0.002325581395348837,0.00029069767441860465,0.002325581395348837,0.0,0.0,0.0,0.694186046511628,0.0007790697674418605,0.0069767441860465115,0.06627906976744186,0.00026744186046511625,0.613953488372093,0.6406976744186047,0.0008488372093023255,0.002325581395348837,0.901953488372093,Healthy
omelet,94,0.07553191489361702,0.02127659574468085,0.031914893617021274,0.018085106382978722,0.00425531914893617,0.002127659574468085,0.06808510638297872,0.0,2.0308510638297874,0.00013829787234042552,0.49361702127659574,0.00425531914893617,0.0010638297872340426,6.382978723404255e-05,0.00043617021276595746,0.0005851063829787234,0.002127659574468085,0.0009574468085106382,0.00851063829787234,3.1914893617021275e-05,0.0,0.0010425531914893618,0.00851063829787234,0.0005319148936170213,0.3117021276595745,0.0007446808510638298,0.009574468085106383,0.07127659574468086,0.0003297872340425532,1.0840425531914895,0.7595744680851064,0.00031914893617021275,0.1529468085106383,Healthy
taco with chicken cheese lettuce,185,0.03351351351351351,0.013513513513513514,0.008648648648648649,0.008648648648648649,0.10432432432432433,0.007027027027027027,0.07027027027027027,0.006486486486486486,0.1535135135135135,0.003243243243243243,0.30972972972972973,7.567567567567567e-05,0.001081081081081081,0.00015675675675675676,0.0005081081081081081,0.0005405405405405405,0.027567567567567567,0.0,0.0005405405405405405,0.001081081081081081,9.18918918918919e-05,0.001081081081081081,0.0004054054054054054,0.6464864864864864,6.486486486486487e-05,0.008648648648648649,0.12702702702702703,0.001081081081081081,1.2924324324324323,1.1497297297297298,0.0005027027027027027,0.0037837837837837837,0.8710972972972972,Healthy
spinach souffle,230,0.0765217391304348,0.04391304347826087,0.021739130434782608,0.004347826086956522,0.034782608695652174,0.010869565217391304,0.04652173913043478,0.004347826086956522,0.6978260869565217,0.0034782608695652175,0.4182608695652174,0.0008695652173913044,0.0004347826086956522,0.00010869565217391305,0.0002652173913043478,0.0017391304347826088,0.003043478260869565,0.002608695652173913,0.0004347826086956522,0.043043478260869565,0.00027391304347826085,0.005652173913043478,0.0008695652173913044,0.9756521739130435,0.00040434782608695654,0.006956521739130435,0.17739130434782607,0.0017391304347826088,0.8217391304347826,1.366086956521739,4.347826086956522e-05,0.005217391304347826,1.188695652173913,Unhealthy
english muffin with cheese sausage,365,0.061095890410958906,0.02410958904109589,0.023287671232876714,0.009315068493150684,0.0747945205479452,0.005753424657534247,0.03917808219178082,0.0013698630136986301,0.12712328767123288,0.0019178082191780822,0.11232876712328767,0.00020273972602739726,0.0013698630136986301,0.00012602739726027396,0.00011506849315068494,0.0005479452054794521,0.012602739726027396,0.0021917808219178085,0.000263013698630137,0.0,0.00023287671232876715,0.001643835616438356,2.7397260273972603e-05,0.6213698630136987,0.000821917808219178,0.009315068493150684,0.06219178082191781,0.000821917808219178,0.49698630136986305,0.5295890410958904,9.863013698630137e-05,0.0035616438356164386,0.8073863013698631,Unhealthy
potato gratin,328,0.056707317073170734,0.03536585365853658,0.016158536585365854,0.0021341463414634144,0.08414634146341464,0.0,0.03780487804878049,0.013414634146341465,0.1719512195121951,0.0033536585365853662,0.5527439024390244,0.0006097560975609756,0.0006097560975609756,0.00016158536585365854,0.0,0.0009146341463414634,0.007317073170731707,0.0027439024390243905,0.0012195121951219512,0.07408536585365853,0.0,0.0,0.0,0.8890243902439026,0.0012195121951219512,0.004878048780487805,0.14939024390243902,0.0012195121951219512,0.8442073170731706,2.9579268292682928,0.0001097560975609756,0.005182926829268293,1.160670731707317,Unhealthy
biscuit with egg,436,0.05802752293577982,0.0194954128440367,0.0268348623853211,0.006422018348623853,0.0811926605504587,0.005733944954128441,0.03990825688073394,0.0006880733944954128,0.5520642201834862,0.002752293577981651,0.14288990825688072,0.00022935779816513763,0.0009174311926605505,0.00022935779816513763,4.587155963302753e-06,0.0009174311926605505,0.0077981651376146785,0.0020642201834862386,0.00045871559633027525,0.00022935779816513763,6.192660550458716e-05,0.0034403669724770644,8.486238532110092e-05,0.34266055045871563,0.00017660550458715597,0.0052752293577981646,0.05,0.0006880733944954128,1.2073394495412844,0.43577981651376146,1.6055045871559634e-05,0.003669724770642202,0.528211009174312,Healthy
french fries deep fried,222,0.0472972972972973,0.0076576576576576575,0.01891891891891892,0.017117117117117116,0.13243243243243244,0.0009009009009009009,0.01081081081081081,0.012162162162162163,0.0,0.00045045045045045046,0.12342342342342341,0.00028378378378378377,0.0,0.00045045045045045046,9.00900900900901e-06,0.0,3.603603603603604e-05,0.00945945945945946,0.0018018018018018018,0.0013513513513513512,0.014864864864864864,0.0,0.005405405405405405,0.0003378378378378378,0.05765765765765766,0.00017117117117117117,0.0027027027027027024,0.11216216216216215,0.0009009009009009009,0.39999999999999997,1.8518018018018019,8.558558558558558e-05,0.20434234234234233,Healthy
sweet sour chicken,46,0.049999999999999996,0.008695652173913044,0.010869565217391304,0.02608695652173913,0.09565217391304348,0.04565217391304348,0.0391304347826087,0.004347826086956522,0.10652173913043479,0.0009347826086956521,0.20652173913043478,0.0006739130434782609,4.347826086956522e-05,0.0,0.0012391304347826087,0.0003260869565217391,0.015217391304347825,0.002173913043478261,0.0005217391304347827,0.008695652173913044,0.0,0.004347826086956522,0.002130434782608696,0.1782608695652174,0.002130434782608696,0.008695652173913044,0.058695652173913045,0.002173913043478261,0.5369565217391304,0.6282608695652173,0.0008695652173913044,0.0012391304347826087,0.3863695652173913,Healthy
burrito with beans beef,460,0.0391304347826087,0.015217391304347827,0.016956521739130436,0.003043478260869565,0.10217391304347827,0.011521739130434782,0.060434782608695656,0.01565217391304348,0.13630434782608697,0.003043478260869565,0.3143478260869565,0.00020869565217391305,0.0008695652173913044,0.0004347826086956522,0.00019130434782608694,0.0006521739130434782,0.011521739130434782,0.0017391304347826088,0.0010869565217391304,0.009999999999999998,0.00012826086956521738,0.0023913043478260873,4.7826086956521735e-05,0.47152173913043477,0.0006521739130434782,0.009999999999999998,0.13108695652173913,0.0013043478260869564,0.8539130434782609,1.4093478260869565,6.739130434782608e-05,0.010434782608695651,0.7090934782608695,Healthy
nachos with cinnamon sugar,592,0.060810810810810814,0.03074324324324324,0.019932432432432434,0.006925675675675675,0.1070945945945946,0.0,0.012162162162162163,0.0,0.06621621621621622,0.0006756756756756757,0.0018581081081081082,0.0,0.00033783783783783786,9.966216216216215e-05,9.45945945945946e-05,0.0006756756756756757,0.006587837837837837,0.003209459459459459,0.00033783783783783786,0.013513513513513514,0.0,0.0,0.0,0.14358108108108109,0.00033783783783783786,0.004898648648648649,0.03310810810810811,0.0008445945945945946,0.05523648648648649,0.13260135135135134,7.432432432432432e-05,0.0010135135135135136,0.3420608108108108,Unhealthy
arroz con grandules,209,0.027272727272727275,0.00430622009569378,0.005741626794258373,0.01291866028708134,0.16937799043062202,0.0,0.019138755980861243,0.007655502392344498,0.0,0.0033492822966507173,0.32392344497607656,0.0,4.784688995215311e-05,0.0,0.0,0.0003636363636363636,0.0028708133971291866,0.0014354066985645933,0.00012440191387559808,0.0,0.0,0.003827751196172249,0.00031578947368421053,0.04401913875598086,0.0004784688995215311,0.0014354066985645933,0.07703349282296651,0.0033492822966507173,0.2971291866028708,0.462200956937799,0.0,0.00430622009569378,0.26889952153110047,Healthy
chili con carne,271,0.03247232472324724,0.011808118081180813,0.013284132841328414,0.0036900369003690036,0.12214022140221403,0.01734317343173432,0.054243542435424355,0.030627306273062732,0.08413284132841328,0.004059040590405905,0.7066420664206642,0.0014760147601476016,0.00035055350553505536,0.00018081180811808117,1.845018450184502e-05,0.00033579335793357934,0.00010701107011070111,0.007380073800738007,0.013284132841328414,0.001107011070110701,0.0018450184501845018,0.0,0.004797047970479705,0.00023247232472324724,0.3081180811808118,0.002214022140221402,0.012546125461254613,0.2612546125461255,0.0014760147601476016,0.8121771217712177,2.4645756457564576,0.00014391143911439115,0.24444649446494465,Healthy
arroz con abichuelas,223,0.0242152466367713,0.003587443946188341,0.004932735426008969,0.011210762331838564,0.16726457399103137,0.0008968609865470852,0.02780269058295964,0.018385650224215244,0.0,0.0026905829596412553,0.47354260089686095,0.0,0.00020179372197309415,0.0,0.0,0.00032286995515695065,0.005829596412556054,0.0013452914798206277,0.00030941704035874443,0.0,0.0,0.0017937219730941704,0.0002062780269058296,0.10582959641255606,0.0008968609865470852,0.008520179372197309,0.14798206278026907,0.003139013452914798,0.5282511210762332,1.365919282511211,0.0003183856502242152,0.004932735426008969,0.35201793721973096,Healthy
biscuit with sausage,412,0.06577669902912622,0.019902912621359223,0.032766990291262135,0.008252427184466019,0.0808252427184466,0.004368932038834952,0.025970873786407764,0.0009708737864077671,0.07548543689320389,0.002184466019417476,0.08834951456310679,0.0,0.0009708737864077671,0.00018932038834951456,2.912621359223301e-05,0.00048543689320388353,0.009223300970873786,0.0012135922330097086,7.524271844660194e-05,0.0,0.00010679611650485436,0.002184466019417476,8.495145631067962e-05,0.12669902912621359,0.0007281553398058253,0.005097087378640777,0.03495145631067961,0.00048543689320388353,0.9186893203883495,0.4121359223300971,2.912621359223301e-05,0.0019417475728155341,0.3053398058252427,Healthy
vegetarian stew,304,0.024342105263157898,0.003947368421052632,0.0059210526315789476,0.012499999999999999,0.05690789473684211,0.010197368421052632,0.13815789473684212,0.008881578947368421,0.0,0.003289473684210526,0.56875,0.0,0.005592105263157895,0.000986842105263158,0.00030592105263157896,0.004934210526315789,0.09736842105263159,0.0,0.008881578947368421,0.0,0.0,0.003947368421052632,0.00013486842105263157,0.2519736842105263,0.005263157894736842,0.010526315789473684,1.031907894736842,0.0,1.7874999999999999,0.975,0.0001644736842105263,0.008881578947368421,0.4907894736842105,Healthy
chicken sandwich with cheese,632,0.06139240506329113,0.019620253164556962,0.021677215189873415,0.015664556962025317,0.06582278481012659,0.0,0.04651898734177215,0.0,0.12262658227848101,0.0018987341772151898,0.16598101265822784,0.00031645569620253165,0.0006329113924050633,0.00015822784810126583,0.00014556962025316455,0.0007911392405063291,0.014398734177215189,0.002056962025316456,0.0006329113924050633,0.004746835443037975,0.0,0.0,0.0,0.4075949367088608,0.00031645569620253165,0.00569620253164557,0.06851265822784809,0.0006329113924050633,0.6420886075949367,0.5267405063291138,0.00011550632911392405,0.004588607594936709,0.5920886075949366,Healthy
biscuit with egg steak,410,0.06926829268292682,0.02097560975609756,0.028536585365853656,0.014146341463414635,0.051951219512195126,0.0,0.04365853658536585,0.0,0.6641463414634147,0.0021951219512195124,0.18951219512195122,0.00048780487804878054,0.0009756097560975611,4.390243902439024e-05,0.00015365853658536586,0.0012195121951219512,0.007560975609756098,0.002682926829268293,0.00048780487804878054,0.00024390243902439027,0.0,0.0,0.0,0.33560975609756094,0.00024390243902439027,0.012926829268292682,0.06146341463414634,0.00048780487804878054,0.5487804878048781,0.7473170731707317,9.51219512195122e-05,0.006829268292682927,0.5141463414634146,Unhealthy
taco salad,212,0.05283018867924528,0.024528301886792454,0.01839622641509434,0.006132075471698114,0.08443396226415094,0.0,0.04716981132075472,0.0,0.15566037735849056,0.002830188679245283,0.5117924528301887,0.0,0.0004292452830188679,0.00033962264150943393,0.00045754716981132076,0.0014150943396226414,0.008962264150943396,0.0047169811320754715,0.0009433962264150943,0.012735849056603774,0.0,0.0,0.0,0.6863207547169812,0.0009433962264150943,0.008018867924528302,0.18396226415094338,0.0014150943396226414,0.5094339622641509,1.4858490566037736,4.716981132075472e-06,0.009433962264150943,0.8915094339622641,Unhealthy
succotash,213,0.007042253521126761,0.001408450704225352,0.001408450704225352,0.0032863849765258214,0.21971830985915491,0.0,0.045539906103286384,0.0,0.0,0.002347417840375587,0.6164319248826292,0.0,0.001408450704225352,0.0002488262910798122,0.0,0.0009389671361502348,0.011737089201877934,0.005164319248826292,0.0009389671361502348,0.07370892018779343,0.0,0.0,0.0,0.15305164319248826,0.001408450704225352,0.013615023474178404,0.4779342723004695,0.007042253521126761,1.0544600938967137,3.6957746478873243,0.0001784037558685446,0.005633802816901408,0.5126760563380282,Healthy
nachos with cheese jalapeno peppers,608,0.056085526315789475,0.023026315789473683,0.02368421052631579,0.006578947368421052,0.09884868421052632,0.0,0.027631578947368424,0.0,0.13749999999999998,0.0027960526315789474,0.1432565789473684,0.0006578947368421052,0.0001644736842105263,7.236842105263157e-05,8.223684210526316e-05,0.0008223684210526315,0.004605263157894736,0.003947368421052632,0.0006578947368421052,0.001644736842105263,0.0,0.0,0.0,1.0200657894736842,0.0003289473684210526,0.003947368421052632,0.17779605263157894,0.0006578947368421052,0.6475328947368421,0.48322368421052636,0.00013651315789473686,0.004769736842105263,1.2088815789473684,Unhealthy
biscuit with egg ham,442,0.06108597285067873,0.013348416289592761,0.024886877828054297,0.01742081447963801,0.07104072398190045,0.009502262443438915,0.04615384615384615,0.0018099547511312218,0.6776018099547512,0.0031674208144796376,0.24592760180995477,0.00022624434389140272,0.0015837104072398188,0.00013122171945701357,0.00014027149321266968,0.0013574660633484162,0.004524886877828055,0.003846153846153846,0.0006787330316742081,0.0,0.00021040723981900452,0.0047511312217194575,0.00012895927601809954,0.4995475113122172,0.00022624434389140272,0.010407239819004524,0.06945701357466064,0.0006787330316742081,0.7167420814479638,0.7210407239819004,1.1312217194570136e-05,0.00497737556561086,0.6902714932126698,Healthy
ladyfingers,103,0.025242718446601944,0.008737864077669903,0.010679611650485438,0.0038834951456310682,0.16407766990291262,0.06990291262135923,0.02912621359223301,0.002912621359223301,0.6067961165048543,0.0001553398058252427,0.05339805825242718,0.0,0.0009320388349514563,0.0007572815533980582,0.00048543689320388353,0.0009708737864077671,0.005825242718446602,0.002912621359223301,0.0007475728155339806,0.009708737864077669,0.00032038834951456313,0.0019417475728155341,1.941747572815534e-05,0.12912621359223303,0.0006116504854368932,0.009708737864077669,0.033009708737864074,0.0006116504854368932,0.47572815533980584,0.3106796116504854,0.00035922330097087375,0.002912621359223301,0.3699029126213592,Healthy
mozzarella steak fried,102,0.05784313725490196,0.021568627450980395,0.014705882352941176,0.01568627450980392,0.07549019607843137,0.006862745098039216,0.045098039215686274,0.0058823529411764705,0.09999999999999999,0.00196078431372549,0.11568627450980393,0.00022549019607843136,0.00024509803921568627,0.0009509803921568628,0.00044117647058823526,0.0008627450980392157,0.0029411764705882353,0.000980392156862745,0.0001764705882352941,0.0,0.0009411764705882353,0.0029411764705882353,0.0006960784313725489,1.057843137254902,0.000196078431372549,0.00196078431372549,0.06666666666666667,0.0005098039215686275,0.9784313725490196,0.35000000000000003,0.0009215686274509804,0.0058823529411764705,1.244735294117647,Unhealthy
tamale navajo,285,0.04,0.015789473684210527,0.017894736842105262,0.00456140350877193,0.11824561403508772,0.00631578947368421,0.04105263157894737,0.020350877192982456,0.11087719298245614,0.0028070175438596493,0.44456140350877194,0.0,0.0002,0.00024210526315789475,0.00011228070175438597,0.00035087719298245617,0.010526315789473684,0.0014035087719298247,0.0010526315789473684,0.011228070175438597,0.0,0.0,0.0,0.18912280701754386,0.00035087719298245617,0.008070175438596491,0.14350877192982456,0.0010526315789473684,0.6459649122807017,0.8550877192982456,0.00018596491228070174,0.00982456140350877,0.4280701754385965,Healthy
blueberry pancakes,84,0.041666666666666664,0.009523809523809525,0.010714285714285714,0.01904761904761905,0.13095238095238096,0.0,0.027380952380952377,0.0,0.25357142857142856,0.002380952380952381,0.24047619047619045,0.0002738095238095238,0.00019047619047619048,0.001107142857142857,0.0005238095238095238,0.0011904761904761906,0.007142857142857143,0.002380952380952381,0.0006428571428571428,0.009523809523809525,0.0,0.0,0.0,0.9321428571428572,0.00036904761904761905,0.008333333333333333,0.07261904761904761,0.0010595238095238095,0.6833333333333333,0.6238095238095238,0.00011904761904761905,0.002380952380952381,1.1503690476190476,Healthy
chimichanga with beef cheese,443,0.0528216704288939,0.025282167042889388,0.021218961625282168,0.0015801354401805867,0.08871331828442437,0.0,0.045372460496613996,0.0,0.11557562076749436,0.002257336343115124,0.217607223476298,0.00022573363431151243,0.0009029345372460497,0.00011738148984198645,2.708803611738149e-05,0.0020316027088036117,0.010609480812641084,0.004063205417607223,0.00045146726862302486,0.006094808126410836,0.0,0.0,0.0,0.537020316027088,0.0009029345372460497,0.008577878103837472,0.1363431151241535,0.001128668171557562,0.42144469525959366,0.4584650112866817,0.00019187358916478557,0.007674943566591422,0.7388261851015802,Unhealthy
egg cheese sandwich,340,0.05705882352941176,0.01941176470588235,0.024411764705882355,0.007647058823529412,0.07617647058823529,0.0,0.04588235294117647,0.0,0.8544117647058823,0.0023529411764705885,0.24176470588235294,0.0005882352941176471,0.0008823529411764705,6.176470588235295e-05,8.23529411764706e-05,0.001764705882352941,0.0061764705882352946,0.0026470588235294116,0.00029411764705882356,0.004411764705882353,0.0,0.0,0.0,0.6611764705882354,0.00029411764705882356,0.008823529411764706,0.06441176470588235,0.0005882352941176471,0.8888235294117647,0.5538235294117647,0.00019705882352941177,0.004705882352941177,0.8541176470588234,Healthy
biscuit with egg bacon,458,0.06790393013100438,0.017467248908296942,0.02925764192139738,0.016375545851528384,0.062445414847161575,0.007205240174672489,0.03711790393013101,0.0017467248908296944,0.769650655021834,0.0028384279475982535,0.15283842794759825,0.00017903930131004368,0.0002183406113537118,8.296943231441048e-05,8.733624454148472e-05,0.0004366812227074236,0.005240174672489083,0.0026200873362445414,0.0002183406113537118,0.0058951965065502186,0.0001441048034934498,0.004366812227074236,0.00021397379912663756,0.4126637554585153,0.0002183406113537118,0.008078602620087336,0.05240174672489083,0.0006550218340611354,0.5207423580786026,0.5469432314410481,0.00012882096069868996,0.0034934497816593887,0.5959781659388647,Healthy
pupusas con queso,300,0.051666666666666666,0.025333333333333333,0.013333333333333334,0.006,0.08733333333333333,0.004666666666666666,0.04566666666666666,0.011333333333333332,0.12466666666666666,0.0016666666666666668,0.19633333333333333,0.0003333333333333334,0.00033,0.0,0.00022,0.0003333333333333334,0.002,0.0013333333333333335,0.0006666666666666668,0.0,0.0,0.0016666666666666668,0.00024333333333333333,1.2676666666666667,0.00027,0.002333333333333333,0.14033333333333334,0.0003333333333333334,1.0570000000000002,0.468,0.00023333333333333336,0.007333333333333334,1.4663333333333333,Unhealthy
apple croissant,145,0.034482758620689655,0.019310344827586205,0.009655172413793102,0.0027586206896551726,0.14551724137931035,0.0,0.028965517241379312,0.009655172413793102,0.12206896551724138,0.0013793103448275863,0.1793103448275862,0.00021379310344827587,0.0006896551724137932,0.00015172413793103449,0.00024137931034482762,0.00015172413793103449,0.006206896551724138,0.0020689655172413794,0.00026206896551724137,0.0020689655172413794,0.0,0.0,0.0,0.11793103448275863,4.1379310344827587e-05,0.004137931034482759,0.05103448275862069,0.0006896551724137932,0.22827586206896552,0.35379310344827586,0.00016551724137931035,0.004137931034482759,0.3429862068965517,Healthy
refried red beans,336,0.04791666666666667,0.006547619047619048,0.011607142857142858,0.030357142857142853,0.10714285714285714,0.0,0.03482142857142857,0.03273809523809524,0.0,0.0026785714285714286,0.4904761904761905,0.0,0.00015773809523809523,0.0002797619047619048,0.0,0.0002738095238095238,0.004464285714285714,0.0011904761904761906,0.0005952380952380953,0.0,0.0,0.007142857142857143,0.0,0.22886904761904764,0.001488095238095238,0.013392857142857142,0.24970238095238098,0.0020833333333333333,0.6309523809523809,2.1497023809523808,0.00017261904761904762,0.004761904761904762,0.46488095238095234,Healthy
tostada with guacamole,180,0.06444444444444444,0.027222222222222224,0.023333333333333334,0.008333333333333333,0.08888888888888889,0.0,0.034444444444444444,0.0,0.1088888888888889,0.0022222222222222222,0.5255555555555556,8.888888888888889e-05,0.0005111111111111111,2.2222222222222223e-05,0.0002611111111111111,0.0016666666666666666,0.005555555555555556,0.005555555555555556,0.0005555555555555556,0.01,0.0,0.0,0.0,1.1744444444444444,0.0005555555555555556,0.0044444444444444444,0.20277777777777778,0.0011111111111111111,0.645,1.805,0.0005333333333333334,0.011111111111111112,1.376961111111111,Unhealthy
chicken sandwich,468,0.04465811965811965,0.008547008547008548,0.01794871794871795,0.012606837606837607,0.08354700854700856,0.01452991452991453,0.06495726495726495,0.005555555555555556,0.13995726495726496,0.0029914529914529912,0.1955128205128205,0.00016452991452991454,6.41025641025641e-05,0.0008547008547008547,0.00021367521367521368,0.00011324786324786324,0.001282051282051282,0.03076923076923077,0.001282051282051282,0.0014957264957264956,0.003205128205128205,6.623931623931624e-05,0.009615384615384616,2.5641025641025643e-05,0.23183760683760685,0.00042735042735042735,0.0070512820512820505,0.09594017094017093,0.0010683760683760685,0.7393162393162394,0.979059829059829,0.00013675213675213676,0.20096367521367522,Healthy
fried rice,228,0.014035087719298246,0.0030701754385964912,0.0035087719298245615,0.005701754385964913,0.19035087719298244,0.002631578947368421,0.02850877192982456,0.006578947368421052,0.14122807017543862,0.002631578947368421,0.37456140350877193,0.0003333333333333333,0.0002280701754385965,0.0003333333333333333,0.0,0.00038596491228070175,0.003947368421052632,0.0,0.00028947368421052634,0.0,0.0002587719298245614,0.0008771929824561404,0.00035526315789473687,0.08596491228070176,0.0004385964912280702,0.0043859649122807015,0.06140350877192982,0.002631578947368421,0.33771929824561403,0.5403508771929825,0.0002719298245614035,0.004824561403508772,0.3298377192982456,Healthy
pupusas del cerdo,283,0.04487632508833922,0.013780918727915195,0.01696113074204947,0.009540636042402828,0.09929328621908128,0.0063604240282685515,0.04946996466431095,0.011307420494699648,0.12508833922261484,0.0017667844522968198,0.22897526501766782,0.00022614840989399292,0.000353356890459364,0.0,0.00020141342756183747,0.000353356890459364,0.010247349823321554,0.002826855123674912,0.0010600706713780918,0.0,0.0,0.001413427561837456,5.653710247349823e-05,0.21130742049469964,0.00021201413427561835,0.004240282685512367,0.16395759717314487,0.000706713780918728,0.6982332155477031,1.0992932862190814,0.00032155477031802117,0.007067137809187279,0.4208021201413428,Healthy
turkey pot pie,699,0.04992846924177396,0.01630901287553648,0.019599427753934192,0.007868383404864092,0.1005722460658083,0.0,0.03690987124463519,0.006294706723891274,0.09084406294706723,0.0020028612303290413,0.37310443490701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005722460658082976,0.0,0.0,0.0,0.0,0.0,0.0,0.1994277539341917,Healthy
cheese croissant,331,0.05045317220543807,0.0256797583081571,0.01570996978851964,0.005740181268882175,0.113595166163142,0.027492447129909364,0.022356495468277948,0.006344410876132931,0.1377643504531722,0.0009063444108761329,0.05075528700906345,0.0006042296072507553,0.0012084592145015106,7.552870090634441e-05,0.0002054380664652568,0.0009063444108761329,0.0051359516616314195,0.0021148036253776435,0.0001933534743202417,0.0006042296072507553,0.0,0.0036253776435045317,6.646525679758308e-05,0.1280966767371601,5.438066465256797e-05,0.0051359516616314195,0.05800604229607251,0.0009063444108761329,0.31419939577039274,0.3190332326283988,8.157099697885197e-05,0.002416918429003021,0.327190332326284,Unhealthy
chimichanga with beef,425,0.04635294117647059,0.02,0.019058823529411763,0.0025882352941176473,0.10070588235294117,0.0,0.046117647058823534,0.0,0.020470588235294115,0.0021176470588235297,0.20752941176470588,0.0,0.001176470588235294,0.00016,9.882352941176471e-05,0.0014117647058823528,0.013647058823529411,0.004941176470588235,0.0007058823529411764,0.011058823529411765,0.0,0.0,0.0,0.14729411764705883,0.0009411764705882353,0.010588235294117647,0.14729411764705883,0.0014117647058823528,0.29058823529411765,1.3797647058823528,6.823529411764707e-05,0.011764705882352941,0.36211764705882354,Healthy
french toast with butter,178,0.052808988764044947,0.021910112359550562,0.019662921348314606,0.006741573033707865,0.10112359550561797,0.0,0.029213483146067417,0.0,0.32640449438202246,0.0016853932584269663,0.19213483146067417,0.0004943820224719101,0.0016853932584269663,0.0004662921348314607,0.00047191011235955056,0.0011235955056179776,0.011235955056179775,0.0016853932584269663,2.2471910112359552e-05,2.2471910112359552e-05,0.0,0.0,0.0,0.2050561797752809,0.0004044943820224719,0.005056179775280899,0.045505617977528084,0.0005617977528089888,0.40955056179775284,0.4966292134831461,0.0003651685393258427,0.0016853932584269663,0.3937808988764045,Unhealthy
ham egg cheese sandwich,347,0.046974063400576374,0.02132564841498559,0.016426512968299712,0.004899135446685879,0.08904899135446685,0.0,0.0553314121037464,0.0,0.7089337175792507,0.002881844380403458,0.21066282420749277,0.0005763688760806917,0.0011527377521613833,0.00012103746397694526,0.0002737752161383285,0.001729106628242075,0.012103746397694525,0.0025936599423631124,0.0005763688760806917,0.0077809798270893375,0.0,0.0,0.0,0.6097982708933718,0.00028818443804034583,0.008933717579250721,0.07406340057636887,0.0005763688760806917,0.997406340057637,0.6057636887608069,0.00019308357348703172,0.005763688760806916,0.8184438040345822,Unhealthy
english muffin with butter,189,0.030687830687830688,0.012698412698412698,0.007936507936507936,0.0068783068783068784,0.16084656084656085,0.0,0.02592592592592593,0.0,0.06666666666666667,0.0021164021164021165,0.108994708994709,0.0004708994708994709,0.0015873015873015873,0.0005185185185185185,0.0,0.0015873015873015873,0.013756613756613757,0.0005291005291005291,2.6455026455026456e-05,0.004232804232804233,0.0,0.0005291005291005291,0.0,0.5433862433862434,0.0005185185185185185,0.008465608465608466,0.06984126984126984,0.0010582010582010583,0.45026455026455026,0.36666666666666664,0.00048677248677248675,0.0021164021164021165,0.7735925925925926,Healthy
savoury noodle one pan dinner tandaco,172,0.0069767441860465115,0.0029069767441860465,0.19127906976744186,0.020930232558139535,0.03197674418604651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038953488372093024,Healthy
ham cheese sandwich,352,0.04403409090909091,0.018181818181818184,0.01903409090909091,0.003977272727272727,0.09460227272727272,0.0,0.05880681818181818,0.0,0.1659090909090909,0.002272727272727273,0.21079545454545456,5.3977272727272727e-05,0.0008522727272727272,0.00019886363636363637,7.386363636363635e-05,0.0014204545454545455,0.007670454545454546,0.002840909090909091,0.0005681818181818183,0.007954545454545454,0.0,0.0008522727272727272,0.0,0.36903409090909095,0.0005681818181818183,0.009090909090909092,0.04573863636363637,0.00028409090909090913,0.43125,0.8252840909090909,0.0002215909090909091,0.003977272727272727,0.5835681818181818,Healthy
